quinto,クイント
﻿main course,メインコース
﻿main stand,メインスタンド
﻿main street,メインストリート
﻿main title,メインタイトル
﻿main table,メインテーブル
﻿main bank,メーンバンク
﻿main pole,メインポール
﻿mailer,メイラー
﻿mailing,メイリング
﻿mainframe,メインフレーム
﻿main memory,メインメモリ
﻿mechatronics,メカトロニクス
﻿mechanical,メカニカル
﻿mechanical automation,メカニカルオートメーション
﻿mechanism,メカニズム
﻿mechanic,メカニック
﻿mechanics,メカニックス
﻿megacycle,メガサイクル
﻿mega trend,メガトレンド
﻿megaton,メガトン
﻿megabytes,メガバイト
﻿megabits,メガビット
﻿megahertz,メガヘルツ
﻿megaphone,メガホン
﻿megalo,メガロ
﻿megalopolis,メガロポリス
﻿Mekong delta,メコンデルタ
﻿Messiah,メシア
﻿major,メジャー
﻿Major League,メジャーリーグ
﻿major label,メジャーレーベル
﻿measuring,メジャリング
﻿Methodist,メソジスト
﻿method,メソッド
﻿Mesopotamia,メソポタミア
﻿maisonette,メゾネット
﻿meta,メタ
﻿metasequoia,メタセコイア
﻿methanol,メタノール
﻿metaphor,メタファー
﻿metafiction,メタフィクション
﻿metaphysical,メタフィジカル
﻿metaphysics,メタフィジックス
﻿metaphor,メタフォール
﻿metafont,メタフォント
﻿metamorphose,メタモルフォーゼ
﻿metallic,メタリック
﻿metallic color,メタリックカラー
﻿metallic skis,メタリックスキー
﻿metal,メタル
﻿metal wood,メタルウッド
﻿metallic skis,メタルスキー
﻿metal tape,メタルテープ
﻿metal frame,メタルフレーム
﻿methane,メタン
﻿methane gas,メタンガス
﻿methamphetamine,メタンフェタミン
﻿medalist,メダリスト
﻿medal,メダル
﻿methyl alcohol,メチルアルコール
﻿Mecca,メッカ
﻿mesh,メッシュ
﻿message,メッセージ
﻿message song,メッセージソング
﻿messenger,メッセンジャー
﻿media,メディア
﻿mediacracy,メディアクラシー
﻿media policy,メディアポリシー
﻿media research,メディアリサーチ
﻿medical engineering,メディカルエンジニアリング
﻿medical social worker,メディカルソーシャルワーカー
﻿medical technologist,メディカルテクノロジスト
﻿meditation,メディテーション
﻿metric,メトリック
﻿metro,メトロ
﻿metronome,メトロノーム
﻿metropolis,メトロポリス
﻿metropolitan,メトロポリタン
﻿medley,メドレー
﻿medley relay,メドレーリレー
﻿Meniere,メニエール
﻿menu,メニュー
﻿minuet,メヌエット
﻿Moebius,メビウス
﻿memorandum,メモ
﻿memorandum,メモランダム
﻿memory,メモリー
﻿memory dump,メモリーダンプ
﻿memorial hall,メモリアルホール
﻿remembrances,メモワール
﻿melanin,メラニン
﻿melancholy,メランコリー
﻿melancholia,メランコリア
﻿melancholic,メランコリック
﻿merry,メリー
﻿Merry Christmas,メリークリスマス
﻿Maryland,メリーランド
﻿meritocracy,メリトクラシー
﻿merit system,メリットシステム
﻿melt,メルト
﻿meltdown,メルトダウン
﻿Melbourne,メルボルン
﻿meringue,メレンゲ
﻿melody,メロディー
﻿melodious,メロディアス
﻿melodrama,メロドラマ
﻿melon,メロン
﻿menses,メンス
﻿menswear,メンズウエア
﻿menthol,メンソール
﻿mentalistic,メンタリスティック
﻿mentality,メンタリティー
﻿mental,メンタル
﻿mental test,メンタルテスト
﻿mental health,メンタルヘルス
﻿mince cutlet,メンチカツ
﻿maintenance,メンテナンス
﻿menthol,メントール
﻿member,メンバー
﻿membership,メンバーシップ
﻿members,メンバーズ
﻿member name,メンバーネーム
﻿Memphis,メンフィス
﻿motion,モーション
﻿Mauser,モーゼル
﻿motor,モーター
﻿motel,モーターイン
﻿motorcar,モーターカー
﻿motorcycle,モーターサイクル
﻿motor show,モーターショー
﻿motorbike,モーターバイク
﻿motor pool,モータープール
﻿motor home,モーターホーム
﻿motor hotel,モーターホテル
﻿motorist,モータリスト
﻿motorization,モータリゼーション
﻿modal,モーダル
﻿mode,モード
﻿morning,モーニング
﻿morning after,モーニングアフター
﻿morning cup,モーニングカップ
﻿morning coat,モーニングコート
﻿morning call,モーニングコール
﻿morning dress,モーニングドレス
﻿mobile house,モービルハウス
﻿mobile ham,モービルハム
﻿mobile home,モービルホーム
﻿moment,モーメント
﻿Morris,モーリス
﻿moisture,モイスチャー
﻿moccasin,モカション
﻿mosaic,モザイク
﻿Mozambique,モザンビーク
﻿module,モジュール
﻿modular,モジュラー
﻿modularization,モジュラリゼーション
﻿modulation,モジュレーション
﻿modulo,モジュロ
﻿mosquito,モスキート
﻿mosque,モスク
﻿Moscow,モスクワ
﻿moss green,モスグリーン
﻿modernize,モダナイズ
﻿modernist,モダニスト
﻿modernism,モダニズム
﻿modernity,モダニティー
﻿modernology,モダノロジー
﻿modern,モダン
﻿modern art,モダンアート
﻿modern jazz,モダンジャズ
﻿modern dance,モダンダンス
﻿modern craft,モダンックラフト
﻿modern ballet,モダンバレエ
﻿modern life,モダンライフ
﻿modern living,モダンリビング
﻿motivation,モチベーション
﻿motivation research,モチベーションレサーチ
﻿motto,モットー
﻿mob,モッブ
﻿mop,モップ
﻿motel,モーテル
﻿modiste,モディスト
﻿modify,モディファイ
﻿modified American plan,モディファイドアメリカンプラン
﻿modification,モディフィケーション
﻿modem,モデム
﻿module,モデュール
﻿modulation,モデュレーション
﻿modeller,モデラ
﻿moderato,モデラート
﻿modelling,モデリング
﻿model,モデル
﻿model gun,モデルガン
﻿model kitchen,モデルキッチン
﻿model case,モデルケース
﻿model change,モデルチェンジ
﻿modernology,モデルノロジー
﻿model house,モデルハウス
﻿modeler,モデレ
﻿moderator,モデレータ
﻿moderate,モデレイト
﻿motocross,モトクロス
﻿monarchy,モナーキー
﻿mon ami,モナミ
﻿monitor television,モニターテレビ
﻿monitoring,モニタリング
﻿monitoring post,モニタリングポスト
﻿monument,モニュメント
﻿mono,モノ
﻿monochrome,モノクロ
﻿monochrome,モノクローム
﻿monograph,モノグラフ
﻿monographie,モノグラフィー
﻿monogram,モノグラム
﻿unisex,モノセックス
﻿monotype,モノタイプ
﻿monotone,モノトーン
﻿monopoly,モノポール
﻿monopolize,モノポライズ
﻿monopoly,モノポリー
﻿monomer,モノマー
﻿monomania,モノマニア
﻿monomaniac,モノマニアック
﻿monaural,モノラル
﻿monaural record,モノラルレコード
﻿monorail,モノレール
﻿monologue,モノローグ
﻿monolock,モノロック
﻿mobile,モビール
﻿mohair,モヘア
﻿Mohawk,モホーク
﻿momism,モミズム
﻿morale,モラール
﻿morale survey,モラールサーベイ
﻿moratorium,モラトリアム
﻿moralist,モラリスト
﻿morality,モラリティー
﻿morals,モラル
﻿moral support,モラルサポート
﻿moral sense,モラルセンス
﻿moral hazard,モラルハザード
﻿moral pollution,モラルポリューション
﻿moral majority,モラルマジョリティー
﻿moral risk,モラルリスク
﻿Morris dance,モリスダンス
﻿morgue,モルグ
﻿mortar,モルタル
﻿Moldavia,モルドバ
﻿morphine,モルヒネ
﻿Morocco,モロッコ
﻿monkey,モンキー
﻿monkey spanner,モンキースパナ
﻿monkey banana,モンキーバナナ
﻿monkey business,モンキービジネス
﻿monkey pox,モンキーポックス
﻿monkey wrench,モンキーレンチ
﻿monk,モンク
﻿mongolism,モンゴリズム
﻿monsoon,モンスーン
﻿monster,モンスター
﻿montage,モンタージュ
﻿Montana,モンタナ
﻿Monte Carlo,モンテカルロ
﻿Monteverdi,モンテヴェルディ
﻿Montgomery,モントゴメリー
﻿my Paris,モンパリ
﻿Monroe effect,モンローエフェクト
﻿yard,ヤード
﻿yard sale,ヤードセール
﻿Yakult,ヤクルト
﻿Jacobi,ヤコビ
﻿jacket,ヤッケ
﻿yuppie,ヤッピー
﻿Yamaha,ヤマハ
﻿younger generation,ヤンガージェネレーション
﻿Yankee,ヤンキー
﻿Yankeeism,ヤンキーイズム
﻿yank,ヤンク
﻿young,ヤング
﻿young adult,ヤングアダルト
﻿young town,ヤングタウン
﻿young traditional,ヤングトラディショナル
﻿young power,ヤングパワー
﻿young Mrs,ヤングミセス
﻿young lady,ヤングレディー
﻿you,ユー
﻿Euclid,ユークリッド
﻿yugenism,ユーゲニズム
﻿Yugoslavia,ユーゴスラビア
﻿euthanasia,ユーサネイジア
﻿user,ユーザー
﻿user interface,ユーザーインターフェース
﻿users,ユーザーズ
﻿usance,ユーザンス
﻿usance bill,ユーザンスビル
﻿eugenics,ユージェニックス
﻿youth,ユース
﻿youth hostel,ユースホステル
﻿youth market,ユースマーケット
﻿used car,ユーズドカー
﻿euthanasia,ユータナージー
﻿utility,ユーティリティー
﻿utility program,ユーティリティープログラム
﻿Eutelsat,ユーテルサット
﻿utopia,ユートピア
﻿eunos,ユーノス
﻿ufology,ユーフォロジー
﻿humor,ユーモア
﻿humorous,ユーモラス
﻿humorist,ユーモリスト
﻿humoresque,ユーモレスク
﻿Eurailpass,ユーレイルパス
﻿eureka,ユーレカ
﻿Eurocurrency,ユーロカレンシー
﻿Eurocrat,ユーロクラット
﻿Eurocommunism,ユーロコミュニズム
﻿Eurosocialism,ユーロソーシャリズム
﻿Eurodollar,ユーロダラー
﻿Euronet,ユーロネット
﻿Eurobank,ユーロバンク
﻿Eurovision,ユーロビジョン
﻿Europort,ユーロポート
﻿Euromoney,ユーロマネー
﻿Utah,ユタ
﻿united,ユナイテッド
﻿unique,ユニーク
﻿union,ユニオン
﻿Union Jack,ユニオンジャック
﻿unicorn,ユニコーン
﻿Unisys,ユニシス
﻿unisex,ユニセックス
﻿unison,ユニゾン
﻿unitard,ユニタード
﻿Unix,ユニックス
﻿unit,ユニット
﻿unit control,ユニットコントロール
﻿unit system,ユニットシステム
﻿unit stock control,ユニットストックコントロール
﻿unit dress,ユニットドレス
﻿unit pricing,ユニットプライシング
﻿unit load,ユニットロード
﻿universal,ユニバーサル
﻿universal space,ユニバーサルスペース
﻿universal time,ユニバーサルタイム
﻿Universiade,ユニバーシアード
﻿university,ユニバーシティー
﻿universe,ユニバース
﻿unify,ユニファイ
﻿unifier,ユニファイア
﻿unification,ユニフィケーション
﻿uniformity,ユニフォーミティー
﻿uniform,ユニフォーム
﻿humanism,ユマニスム
﻿urea,ユリア
﻿Julius,ユリウス
﻿yoga,ヨーガ
﻿yoke,ヨーク
﻿Yorkshire terrier,ヨークシャーテリア
﻿yoghurt,ヨーグルト
﻿yodel,ヨーデル
﻿Yourdon,ヨードン
﻿Europe,ヨーロッパ
﻿European plan,ヨーロピアンプラン
﻿yacht harbor,ヨットハーバー
﻿yacht parka,ヨットパーカー
﻿Jordan,ヨルダン
﻿lard,ラード
﻿learning,ラーニング
﻿liability,ライアビリティー
﻿lion,ライオン
﻿Lions Club,ライオンズクラブ
﻿like,ライク
﻿rising generation,ライジングジェネレーション
﻿rice paper,ライスペーパー
﻿license,ライセンス
﻿lighter,ライター
﻿rider,ライダー
﻿lighting,ライティング
﻿writing desk,ライティングデスク
﻿writing bureau,ライティングビューロー
﻿riding,ライディング
﻿riding breeches,ライディングブリーチズ
﻿light industry,ライトインダストリー
﻿right wing,ライトウイング
﻿light opera,ライトオペラ
﻿light director,ライトディレクター
﻿lighthouse,ライトハウス
﻿light van,ライトバン
﻿light blue,ライトブルー
﻿light heavyweight,ライトヘビーウエート
﻿light pen,ライトペン
﻿Leitmotiv,ライトモチーフ
﻿ride,ライド
﻿liner,ライナー
﻿liner notes,ライナーノーツ
﻿lining,ライニング
﻿linotype,ライノタイプ
﻿rival,ライバル
﻿life science,ライフサイエンス
﻿life jacket,ライフジャケット
﻿lifetime,ライフタイム
﻿life vest,ライフベスト
﻿lifeboat,ライフボート
﻿live show,ライブショー
﻿library,ライブラリー
﻿librarian,ライブラリアン
﻿live recording,ライブレコーディング
﻿ribosome,ライボゾーム
﻿rhyme,ライム
﻿lilac,ライラック
﻿line,ライン
﻿line editor,ラインエディター
﻿line off,ラインオフ
﻿rhinestone,ラインストーン
﻿line drive,ラインドライブ
﻿line network,ラインネットワーク
﻿line printer,ラインプリンター
﻿rival,ライヴァル
﻿live house,ライヴハウス
﻿loudspeaker,ラウドスピーカー
﻿loudness,ラウドネス
﻿lounge,ラウンジ
﻿loungewear,ラウンジウエア
﻿round table,ラウンドテーブル
﻿round number,ラウンドナンバー
﻿round robin,ラウンドロビン
﻿Laos,ラオス
﻿rugger,ラガー
﻿lager beer,ラガービール
﻿raccoon,ラクーン
﻿lactose,ラクトーゼ
﻿lacrosse,ラクロス
﻿rug,ラグ
﻿ragtime,ラグタイム
﻿rugby,ラグビー
﻿raglan,ラグラン
﻿Lacoste,ラコステ
﻿La Salle,ラサール
﻿lasagna,ラザニア
﻿rationalist,ラショナリスト
﻿rationalism,ラショナリズム
﻿rationalization,ラショナリゼーション
﻿rational,ラショナル
﻿radial,ラジアル
﻿radian,ラジアン
﻿radius,ラジウス
﻿radiator,ラジエーター
﻿radio,ラジオ
﻿radioisotope,ラジオアイソトープ
﻿radio car,ラジオカー
﻿radiocarbon test,ラジオカーボンテスト
